SalesOrderNumber;OrderDate;ProductKey;ResellerKey;EmployeeKey;OrderQuantity;UnitPrice;SalesAmount;ResellerName;NumberEmployees;AnnualRevenue;YearOpened;City;StateProvinceName;EnglishCountryRegionName;EnglishProductName;EnglishProductSubcategoryName;EnglishProductCategoryName
SO43664;2010-12-29 00:00:00.000;348;397;286;4;2024,994;8099,976;Capable Sales and Service;3;30000,00;1985;Seattle;Washington;United States;Mountain-100 Black, 38;Mountain Bikes;Bikes
SO43664;2010-12-29 00:00:00.000;229;397;286;1;28,8404;28,8404;Capable Sales and Service;3;30000,00;1985;Seattle;Washington;United States;Long-Sleeve Logo Jersey, M;Jerseys;Clothing
SO43664;2010-12-29 00:00:00.000;235;397;286;1;28,8404;28,8404;Capable Sales and Service;3;30000,00;1985;Seattle;Washington;United States;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing
SO43664;2010-12-29 00:00:00.000;350;397;286;2;2024,994;4049,988;Capable Sales and Service;3;30000,00;1985;Seattle;Washington;United States;Mountain-100 Black, 44;Mountain Bikes;Bikes
SO43664;2010-12-29 00:00:00.000;344;397;286;3;2039,994;6119,982;Capable Sales and Service;3;30000,00;1985;Seattle;Washington;United States;Mountain-100 Silver, 38;Mountain Bikes;Bikes
SO43664;2010-12-29 00:00:00.000;346;397;286;1;2039,994;2039,994;Capable Sales and Service;3;30000,00;1985;Seattle;Washington;United States;Mountain-100 Silver, 44;Mountain Bikes;Bikes
SO43664;2010-12-29 00:00:00.000;351;397;286;1;2024,994;2024,994;Capable Sales and Service;3;30000,00;1985;Seattle;Washington;United States;Mountain-100 Black, 48;Mountain Bikes;Bikes
SO43665;2010-12-29 00:00:00.000;220;146;289;2;20,1865;40,373;Latest Sports Equipment;14;80000,00;1995;Seattle;Washington;United States;Sport-100 Helmet, Blue;Helmets;Accessories
SO43665;2010-12-29 00:00:00.000;346;146;289;1;2039,994;2039,994;Latest Sports Equipment;14;80000,00;1995;Seattle;Washington;United States;Mountain-100 Silver, 44;Mountain Bikes;Bikes
SO43665;2010-12-29 00:00:00.000;212;146;289;1;20,1865;20,1865;Latest Sports Equipment;14;80000,00;1995;Seattle;Washington;United States;Sport-100 Helmet, Red;Helmets;Accessories
SO43665;2010-12-29 00:00:00.000;232;146;289;2;28,8404;57,6808;Latest Sports Equipment;14;80000,00;1995;Seattle;Washington;United States;Long-Sleeve Logo Jersey, L;Jerseys;Clothing
SO43665;2010-12-29 00:00:00.000;350;146;289;2;2024,994;4049,988;Latest Sports Equipment;14;80000,00;1995;Seattle;Washington;United States;Mountain-100 Black, 44;Mountain Bikes;Bikes
SO43665;2010-12-29 00:00:00.000;223;146;289;2;5,1865;10,373;Latest Sports Equipment;14;80000,00;1995;Seattle;Washington;United States;AWC Logo Cap;Caps;Clothing
SO43665;2010-12-29 00:00:00.000;348;146;289;2;2024,994;4049,988;Latest Sports Equipment;14;80000,00;1995;Seattle;Washington;United States;Mountain-100 Black, 38;Mountain Bikes;Bikes
SO43665;2010-12-29 00:00:00.000;351;146;289;1;2024,994;2024,994;Latest Sports Equipment;14;80000,00;1995;Seattle;Washington;United States;Mountain-100 Black, 48;Mountain Bikes;Bikes
SO43665;2010-12-29 00:00:00.000;218;146;289;6;5,70;34,20;Latest Sports Equipment;14;80000,00;1995;Seattle;Washington;United States;Mountain Bike Socks, M;Socks;Clothing
SO43665;2010-12-29 00:00:00.000;349;146;289;1;2024,994;2024,994;Latest Sports Equipment;14;80000,00;1995;Seattle;Washington;United States;Mountain-100 Black, 42;Mountain Bikes;Bikes
SO43666;2010-12-29 00:00:00.000;330;511;282;1;419,4589;419,4589;Wheel Gallery;90;300000,00;1976;San Mateo;California;United States;Road-650 Red, 52;Road Bikes;Bikes
SO43666;2010-12-29 00:00:00.000;314;511;282;1;2146,962;2146,962;Wheel Gallery;90;300000,00;1976;San Mateo;California;United States;Road-150 Red, 56;Road Bikes;Bikes
SO43666;2010-12-29 00:00:00.000;275;511;282;1;356,898;356,898;Wheel Gallery;90;300000,00;1976;San Mateo;California;United States;ML Road Frame - Red, 48;Road Frames;Components
SO43666;2010-12-29 00:00:00.000;317;511;282;1;874,794;874,794;Wheel Gallery;90;300000,00;1976;San Mateo;California;United States;Road-450 Red, 44;Road Bikes;Bikes
SO43666;2010-12-29 00:00:00.000;338;511;282;2;419,4589;838,9178;Wheel Gallery;90;300000,00;1976;San Mateo;California;United States;Road-650 Black, 44;Road Bikes;Bikes
SO43666;2010-12-29 00:00:00.000;334;511;282;1;419,4589;419,4589;Wheel Gallery;90;300000,00;1976;San Mateo;California;United States;Road-650 Black, 60;Road Bikes;Bikes
SO43667;2010-12-29 00:00:00.000;219;646;283;3;5,70;17,10;Yellow Bicycle Company;29;100000,00;2005;Saint Louis;Missouri;United States;Mountain Bike Socks, L;Socks;Clothing
SO43667;2010-12-29 00:00:00.000;346;646;283;1;2039,994;2039,994;Yellow Bicycle Company;29;100000,00;2005;Saint Louis;Missouri;United States;Mountain-100 Silver, 44;Mountain Bikes;Bikes
SO43667;2010-12-29 00:00:00.000;351;646;283;1;2024,994;2024,994;Yellow Bicycle Company;29;100000,00;2005;Saint Louis;Missouri;United States;Mountain-100 Black, 48;Mountain Bikes;Bikes
SO43667;2010-12-29 00:00:00.000;348;646;283;1;2024,994;2024,994;Yellow Bicycle Company;29;100000,00;2005;Saint Louis;Missouri;United States;Mountain-100 Black, 38;Mountain Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;317;514;288;3;874,794;2624,382;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-450 Red, 44;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;314;514;288;2;2146,962;4293,924;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-150 Red, 56;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;322;514;288;7;419,4589;2936,2123;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-650 Red, 60;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;332;514;288;6;419,4589;2516,7534;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-650 Black, 58;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;232;514;288;6;28,8404;173,0424;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Long-Sleeve Logo Jersey, L;Jerseys;Clothing
SO43668;2010-12-29 00:00:00.000;272;514;288;6;183,9382;1103,6292;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;LL Road Frame - Red, 62;Road Frames;Components
SO43668;2010-12-29 00:00:00.000;212;514;288;2;20,1865;40,373;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Sport-100 Helmet, Red;Helmets;Accessories
SO43668;2010-12-29 00:00:00.000;220;514;288;2;20,1865;40,373;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Sport-100 Helmet, Blue;Helmets;Accessories
SO43668;2010-12-29 00:00:00.000;315;514;288;2;874,794;1749,588;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-450 Red, 58;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;223;514;288;4;5,1865;20,746;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;AWC Logo Cap;Caps;Clothing
SO43668;2010-12-29 00:00:00.000;270;514;288;2;183,9382;367,8764;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;LL Road Frame - Red, 60;Road Frames;Components
SO43668;2010-12-29 00:00:00.000;316;514;288;3;874,794;2624,382;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-450 Red, 60;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;324;514;288;3;419,4589;1258,3767;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-650 Red, 62;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;342;514;288;2;419,4589;838,9178;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-650 Black, 52;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;264;514;288;3;183,9382;551,8146;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;LL Road Frame - Red, 48;Road Frames;Components
SO43668;2010-12-29 00:00:00.000;330;514;288;2;419,4589;838,9178;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-650 Red, 52;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;334;514;288;2;419,4589;838,9178;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-650 Black, 60;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;262;514;288;2;183,9382;367,8764;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;LL Road Frame - Red, 44;Road Frames;Components
SO43668;2010-12-29 00:00:00.000;235;514;288;1;28,8404;28,8404;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing
SO43668;2010-12-29 00:00:00.000;338;514;288;2;419,4589;838,9178;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-650 Black, 44;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;275;514;288;4;356,898;1427,592;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;ML Road Frame - Red, 48;Road Frames;Components
SO43668;2010-12-29 00:00:00.000;319;514;288;6;874,794;5248,764;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-450 Red, 52;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;326;514;288;4;419,4589;1677,8356;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-650 Red, 44;Road Bikes;Bikes
SO43668;2010-12-29 00:00:00.000;285;514;288;3;178,5808;535,7424;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;LL Road Frame - Black, 52;Road Frames;Components
SO43668;2010-12-29 00:00:00.000;229;514;288;4;28,8404;115,3616;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Long-Sleeve Logo Jersey, M;Jerseys;Clothing
SO43668;2010-12-29 00:00:00.000;253;514;288;3;178,5808;535,7424;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;LL Road Frame - Black, 58;Road Frames;Components
SO43668;2010-12-29 00:00:00.000;215;514;288;1;20,1865;20,1865;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Sport-100 Helmet, Black;Helmets;Accessories
SO43668;2010-12-29 00:00:00.000;276;514;288;3;356,898;1070,694;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;ML Road Frame - Red, 52;Road Frames;Components
SO43668;2010-12-29 00:00:00.000;328;514;288;3;419,4589;1258,3767;Retail Mall;91;300000,00;1981;Richmond;British Columbia;Canada;Road-650 Red, 48;Road Bikes;Bikes
SO43669;2010-12-29 00:00:00.000;304;578;289;1;714,7043;714,7043;The Bike Shop;70;300000,00;1997;Puyallup;Washington;United States;HL Mountain Frame - Black, 38;Mountain Frames;Components
SO43670;2010-12-29 00:00:00.000;219;504;281;1;5,70;5,70;Historic Bicycle Sales;40;150000,00;1986;Redford;Michigan;United States;Mountain Bike Socks, L;Socks;Clothing
SO43670;2010-12-29 00:00:00.000;218;504;281;2;5,70;11,40;Historic Bicycle Sales;40;150000,00;1986;Redford;Michigan;United States;Mountain Bike Socks, M;Socks;Clothing
SO43670;2010-12-29 00:00:00.000;346;504;281;2;2039,994;4079,988;Historic Bicycle Sales;40;150000,00;1986;Redford;Michigan;United States;Mountain-100 Silver, 44;Mountain Bikes;Bikes
SO43670;2010-12-29 00:00:00.000;349;504;281;1;2024,994;2024,994;Historic Bicycle Sales;40;150000,00;1986;Redford;Michigan;United States;Mountain-100 Black, 42;Mountain Bikes;Bikes
SO43671;2010-12-29 00:00:00.000;314;200;289;1;2146,962;2146,962;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;Road-150 Red, 56;Road Bikes;Bikes
SO43671;2010-12-29 00:00:00.000;229;200;289;2;28,8404;57,6808;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;Long-Sleeve Logo Jersey, M;Jerseys;Clothing
SO43671;2010-12-29 00:00:00.000;317;200;289;1;874,794;874,794;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;Road-450 Red, 44;Road Bikes;Bikes
SO43671;2010-12-29 00:00:00.000;338;200;289;2;419,4589;838,9178;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;Road-650 Black, 44;Road Bikes;Bikes
SO43671;2010-12-29 00:00:00.000;275;200;289;2;356,898;713,796;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;ML Road Frame - Red, 48;Road Frames;Components
SO43671;2010-12-29 00:00:00.000;328;200;289;2;419,4589;838,9178;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;Road-650 Red, 48;Road Bikes;Bikes
SO43671;2010-12-29 00:00:00.000;316;200;289;2;874,794;1749,588;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;Road-450 Red, 60;Road Bikes;Bikes
SO43671;2010-12-29 00:00:00.000;330;200;289;2;419,4589;838,9178;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;Road-650 Red, 52;Road Bikes;Bikes
SO43671;2010-12-29 00:00:00.000;235;200;289;1;28,8404;28,8404;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing
SO43671;2010-12-29 00:00:00.000;220;200;289;1;20,1865;20,1865;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;Sport-100 Helmet, Blue;Helmets;Accessories
SO43671;2010-12-29 00:00:00.000;215;200;289;1;20,1865;20,1865;Basic Bike Company;14;80000,00;1986;Port Orchard;Washington;United States;Sport-100 Helmet, Black;Helmets;Accessories
SO43672;2010-12-29 00:00:00.000;218;119;288;6;5,70;34,20;Red Bicycle Company;11;80000,00;1992;Pnot-Rouge;Quebec;Canada;Mountain Bike Socks, M;Socks;Clothing
SO43672;2010-12-29 00:00:00.000;349;119;288;2;2024,994;4049,988;Red Bicycle Company;11;80000,00;1992;Pnot-Rouge;Quebec;Canada;Mountain-100 Black, 42;Mountain Bikes;Bikes
SO43672;2010-12-29 00:00:00.000;347;119;288;1;2039,994;2039,994;Red Bicycle Company;11;80000,00;1992;Pnot-Rouge;Quebec;Canada;Mountain-100 Silver, 48;Mountain Bikes;Bikes
SO43673;2010-12-29 00:00:00.000;315;618;281;1;874,794;874,794;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;Road-450 Red, 58;Road Bikes;Bikes
SO43673;2010-12-29 00:00:00.000;232;618;281;3;28,8404;86,5212;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;Long-Sleeve Logo Jersey, L;Jerseys;Clothing
SO43673;2010-12-29 00:00:00.000;270;618;281;1;183,9382;183,9382;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;LL Road Frame - Red, 60;Road Frames;Components
SO43673;2010-12-29 00:00:00.000;324;618;281;2;419,4589;838,9178;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;Road-650 Red, 62;Road Bikes;Bikes
SO43673;2010-12-29 00:00:00.000;326;618;281;1;419,4589;419,4589;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;Road-650 Red, 44;Road Bikes;Bikes
SO43673;2010-12-29 00:00:00.000;285;618;281;2;178,5808;357,1616;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;LL Road Frame - Black, 52;Road Frames;Components
SO43673;2010-12-29 00:00:00.000;342;618;281;2;419,4589;838,9178;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;Road-650 Black, 52;Road Bikes;Bikes
SO43673;2010-12-29 00:00:00.000;223;618;281;1;5,1865;5,1865;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;AWC Logo Cap;Caps;Clothing
SO43673;2010-12-29 00:00:00.000;215;618;281;2;20,1865;40,373;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;Sport-100 Helmet, Black;Helmets;Accessories
SO43673;2010-12-29 00:00:00.000;220;618;281;1;20,1865;20,1865;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;Sport-100 Helmet, Blue;Helmets;Accessories
SO43673;2010-12-29 00:00:00.000;212;618;281;4;20,1865;80,746;Seventh Bike Store;2;30000,00;1977;Plaistow;New Hampshire;United States;Sport-100 Helmet, Red;Helmets;Accessories
SO43674;2010-12-29 00:00:00.000;319;83;288;3;874,794;2624,382;Requisite Part Supply;35;150000,00;1992;Ottawa;Ontario;Canada;Road-450 Red, 52;Road Bikes;Bikes
SO43675;2010-12-29 00:00:00.000;324;670;283;4;419,4589;1677,8356;First Bike Store;17;80000,00;2004;Odessa;Missouri;United States;Road-650 Red, 62;Road Bikes;Bikes
SO43675;2010-12-29 00:00:00.000;220;670;283;5;20,1865;100,9325;First Bike Store;17;80000,00;2004;Odessa;Missouri;United States;Sport-100 Helmet, Blue;Helmets;Accessories
SO43675;2010-12-29 00:00:00.000;285;670;283;2;178,5808;357,1616;First Bike Store;17;80000,00;2004;Odessa;Missouri;United States;LL Road Frame - Black, 52;Road Frames;Components
